ID,Age_Bin,Years_Since_Last_Promotion_Bin,Monthly_Income_Bin,Training_Hours_Last_Year_Bin,Distance_From_Home_Bin,Years_at_Company_Bin,Years_in_Current_Role_Bin,Project_Count_Bin,Absenteeism_Bin,Average_Hours_Worked_Per_Week_Bin,Hourly_Rate_Bin,Work_Life_Balance_Bin,Relationship_with_Manager_Bin,Job_Involvement_Bin,Job_Satisfaction_Bin,Performance_Rating_Bin,Work_Environment_Satisfaction_Bin,Job_Level_Bin,Number_of_Companies_Worked_Bin,Gender_Bin,Job_Role_Manager_Bin,Job_Role_Assistant_Bin,Department_HR_Bin,Department_Marketing_Bin,Marital_Status_Married_Bin,Attrition
525,36-45,1-2,<=30k,60+,20km+,2-5,10+,5-6,6-10,31-45,61-80,Good,Average,High,Moderate,Average,Low,Level 3,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
526,46-60,6-10,<=30k,60+,20km+,2-5,0-1,7+,11+,31-45,<=40,Poor,Good,High,Low,Average,Moderate,Level 4,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
527,26-35,6-10,<=30k,31-60,20km+,6-10,4-6,7+,11+,46-60,61-80,Excellent,Poor,Low,High,Below Avg,Moderate,Level 1,1-2,Female,Not Manager,Assistant,Not HR,Not Marketing,Married,Attrition_No
528,26-35,3-5,<=30k,31-60,20km+,6-10,4-6,3-4,6-10,31-45,<=40,Fair,Poor,Medium,High,Good,Low,Level 4,3-5,Female,Not Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_No
529,46-60,3-5,<=30k,60+,20km+,6-10,10+,3-4,11+,46-60,61-80,Good,Average,High,High,Average,Moderate,Level 3,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_Yes
530,26-35,6-10,<=30k,60+,20km+,20+,0-1,3-4,3-5,31-45,41-60,Fair,Poor,Low,Very High,Below Avg,Low,Level 2,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
531,46-60,6-10,<=30k,60+,20km+,11-20,4-6,7+,3-5,31-45,61-80,Poor,Good,Medium,High,Below Avg,Moderate,Level 5,3-5,Male,Not Manager,Not Assistant,Not HR,Marketing,Married,Attrition_No
532,18-25,6-10,<=30k,11-30,11-20km,20+,10+,7+,11+,31-45,61-80,Poor,Average,Low,Very High,Below Avg,Very High,Level 5,3-5,Male,Not Manager,Assistant,Not HR,Not Marketing,Married,Attrition_No
533,18-25,3-5,<=30k,11-30,20km+,6-10,10+,7+,11+,<=30,61-80,Good,Good,Low,Very High,Average,High,Level 1,1-2,Female,Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_No
534,46-60,1-2,<=30k,11-30,11-20km,6-10,7-10,5-6,11+,46-60,81-100,Excellent,Good,High,Moderate,Average,Moderate,Level 1,1-2,Male,Not Manager,Assistant,Not HR,Marketing,Not Married,Attrition_No
535,46-60,1-2,<=30k,60+,20km+,11-20,7-10,<=2,0-2,46-60,41-60,Excellent,Poor,Medium,Very High,Average,Low,Level 3,3-5,Female,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
536,46-60,6-10,<=30k,60+,0-5km,2-5,2-3,7+,11+,46-60,81-100,Excellent,Poor,Medium,Very Low,Average,High,Level 1,1-2,Female,Not Manager,Assistant,HR,Not Marketing,Not Married,Attrition_No
537,36-45,0,<=30k,0-10,20km+,20+,4-6,<=2,0-2,31-45,81-100,Excellent,Poor,High,High,Below Avg,Very High,Level 1,1-2,Male,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
538,26-35,0,<=30k,60+,20km+,0-1,10+,7+,6-10,46-60,61-80,Excellent,Poor,Low,Low,Good,Moderate,Level 1,1-2,Female,Not Manager,Assistant,HR,Not Marketing,Not Married,Attrition_No
539,18-25,1-2,<=30k,31-60,11-20km,20+,7-10,<=2,11+,46-60,41-60,Good,Average,Medium,High,Good,Moderate,Level 4,1-2,Male,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_No
540,36-45,3-5,<=30k,60+,20km+,2-5,0-1,5-6,6-10,46-60,81-100,Fair,Average,Low,Very Low,Below Avg,Low,Level 4,1-2,Male,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
541,36-45,1-2,<=30k,60+,20km+,11-20,10+,7+,0-2,31-45,41-60,Poor,Poor,Medium,Very High,Average,High,Level 2,3-5,Female,Manager,Not Assistant,HR,Not Marketing,Married,Attrition_Yes
542,26-35,6-10,<=30k,60+,6-10km,2-5,4-6,3-4,3-5,31-45,41-60,Good,Good,High,Moderate,Good,Very High,Level 4,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
543,36-45,6-10,<=30k,60+,11-20km,20+,2-3,7+,3-5,31-45,41-60,Poor,Poor,Medium,Very High,Below Avg,High,Level 5,1-2,Female,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_No
544,18-25,1-2,<=30k,60+,6-10km,20+,10+,5-6,11+,31-45,81-100,Good,Good,High,Moderate,Average,Low,Level 2,1-2,Female,Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
545,46-60,6-10,<=30k,31-60,20km+,20+,2-3,5-6,0-2,31-45,<=40,Good,Average,Low,Low,Average,Moderate,Level 1,1-2,Male,Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_No
546,18-25,6-10,<=30k,11-30,20km+,20+,10+,<=2,11+,46-60,81-100,Poor,Good,High,High,Good,High,Level 5,1-2,Male,Manager,Not Assistant,HR,Not Marketing,Married,Attrition_No
547,46-60,1-2,<=30k,0-10,20km+,2-5,10+,5-6,6-10,46-60,81-100,Good,Poor,Low,Very High,Below Avg,Low,Level 2,3-5,Male,Not Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_No
548,36-45,1-2,<=30k,60+,0-5km,20+,0-1,5-6,0-2,46-60,<=40,Good,Good,Low,Moderate,Below Avg,High,Level 2,1-2,Female,Not Manager,Assistant,Not HR,Not Marketing,Married,Attrition_Yes
549,46-60,6-10,<=30k,60+,20km+,20+,10+,<=2,3-5,46-60,61-80,Good,Poor,High,Moderate,Good,High,Level 5,3-5,Male,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_No
550,46-60,6-10,<=30k,60+,6-10km,11-20,7-10,<=2,11+,31-45,81-100,Good,Poor,Medium,Very Low,Below Avg,Low,Level 2,3-5,Male,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_No
551,26-35,1-2,<=30k,11-30,11-20km,2-5,4-6,<=2,11+,46-60,41-60,Good,Poor,Low,Very Low,Below Avg,Low,Level 5,1-2,Female,Not Manager,Assistant,Not HR,Marketing,Married,Attrition_Yes
552,36-45,0,<=30k,31-60,6-10km,11-20,0-1,3-4,11+,31-45,61-80,Excellent,Poor,Medium,High,Below Avg,Low,Level 2,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_Yes
553,36-45,3-5,<=30k,60+,20km+,6-10,10+,3-4,6-10,31-45,81-100,Good,Poor,Low,Moderate,Good,Very High,Level 2,1-2,Female,Not Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_No
554,46-60,3-5,<=30k,11-30,20km+,11-20,4-6,3-4,6-10,31-45,41-60,Good,Good,Medium,Low,Below Avg,Very High,Level 2,3-5,Male,Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_No
555,18-25,6-10,<=30k,11-30,20km+,11-20,10+,3-4,11+,46-60,61-80,Good,Poor,Low,Moderate,Below Avg,Moderate,Level 5,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
556,26-35,3-5,<=30k,31-60,20km+,6-10,4-6,5-6,6-10,31-45,<=40,Fair,Average,Low,Moderate,Below Avg,High,Level 2,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
557,46-60,6-10,<=30k,11-30,20km+,6-10,10+,7+,11+,31-45,61-80,Good,Good,Low,Very High,Average,High,Level 4,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
558,36-45,1-2,<=30k,31-60,11-20km,20+,7-10,7+,6-10,46-60,41-60,Good,Average,Medium,Very High,Good,Low,Level 4,1-2,Male,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
559,46-60,0,<=30k,60+,20km+,2-5,10+,<=2,11+,46-60,61-80,Fair,Good,Low,Very Low,Below Avg,Moderate,Level 4,1-2,Male,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
560,26-35,3-5,<=30k,0-10,6-10km,11-20,7-10,7+,6-10,46-60,61-80,Fair,Poor,High,Very High,Average,High,Level 4,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
561,46-60,1-2,<=30k,31-60,11-20km,2-5,2-3,7+,0-2,46-60,81-100,Poor,Poor,High,Moderate,Below Avg,Very High,Level 4,1-2,Female,Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
562,18-25,6-10,<=30k,31-60,20km+,11-20,10+,<=2,0-2,46-60,<=40,Poor,Poor,Medium,Very High,Good,Very High,Level 1,1-2,Male,Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_Yes
563,18-25,1-2,<=30k,31-60,11-20km,11-20,7-10,5-6,6-10,31-45,61-80,Poor,Good,Low,Very Low,Good,Very High,Level 2,1-2,Female,Not Manager,Assistant,Not HR,Not Marketing,Not Married,Attrition_No
564,26-35,1-2,<=30k,31-60,20km+,11-20,7-10,7+,11+,31-45,81-100,Poor,Poor,High,High,Average,Very High,Level 3,3-5,Male,Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
565,46-60,1-2,<=30k,60+,20km+,20+,7-10,7+,11+,46-60,<=40,Fair,Average,Low,Low,Average,High,Level 1,1-2,Male,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_No
566,36-45,1-2,<=30k,60+,0-5km,20+,2-3,7+,11+,46-60,<=40,Poor,Good,Low,Moderate,Average,Low,Level 5,3-5,Female,Not Manager,Not Assistant,HR,Not Marketing,Married,Attrition_Yes
567,46-60,6-10,<=30k,11-30,20km+,6-10,7-10,7+,11+,31-45,61-80,Good,Good,Low,Low,Below Avg,Low,Level 1,1-2,Male,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
568,46-60,6-10,<=30k,60+,11-20km,20+,10+,<=2,11+,46-60,81-100,Fair,Average,Medium,High,Good,Moderate,Level 3,1-2,Male,Not Manager,Assistant,Not HR,Marketing,Not Married,Attrition_No
569,18-25,1-2,<=30k,0-10,11-20km,11-20,10+,5-6,6-10,31-45,81-100,Excellent,Poor,Low,Moderate,Below Avg,Low,Level 1,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
570,46-60,1-2,<=30k,31-60,20km+,11-20,10+,<=2,0-2,46-60,61-80,Good,Good,Medium,Low,Below Avg,Very High,Level 2,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
571,36-45,6-10,<=30k,31-60,20km+,11-20,4-6,7+,11+,46-60,81-100,Excellent,Poor,Low,High,Below Avg,Moderate,Level 4,1-2,Male,Not Manager,Not Assistant,Not HR,Marketing,Married,Attrition_Yes
572,26-35,6-10,<=30k,31-60,20km+,20+,7-10,<=2,0-2,46-60,41-60,Poor,Average,Low,Moderate,Average,Moderate,Level 2,1-2,Male,Not Manager,Assistant,Not HR,Not Marketing,Married,Attrition_Yes
573,36-45,6-10,<=30k,11-30,20km+,2-5,10+,7+,11+,46-60,61-80,Poor,Poor,High,High,Below Avg,Moderate,Level 1,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
574,26-35,6-10,<=30k,60+,20km+,11-20,10+,7+,6-10,46-60,81-100,Good,Good,Low,Moderate,Average,High,Level 3,1-2,Female,Not Manager,Assistant,Not HR,Not Marketing,Not Married,Attrition_No
575,46-60,0,<=30k,60+,0-5km,2-5,7-10,7+,0-2,31-45,61-80,Poor,Poor,Medium,Moderate,Below Avg,High,Level 5,3-5,Male,Not Manager,Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
576,46-60,0,<=30k,31-60,20km+,11-20,4-6,3-4,6-10,46-60,<=40,Poor,Poor,High,High,Good,Moderate,Level 2,1-2,Female,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_No
577,46-60,6-10,<=30k,60+,6-10km,11-20,0-1,7+,11+,<=30,41-60,Poor,Average,Low,Very Low,Below Avg,Moderate,Level 3,3-5,Female,Not Manager,Assistant,Not HR,Not Marketing,Married,Attrition_No
578,36-45,6-10,<=30k,11-30,20km+,2-5,10+,5-6,11+,31-45,61-80,Poor,Poor,High,Low,Average,High,Level 5,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_Yes
579,36-45,1-2,<=30k,11-30,20km+,11-20,10+,7+,6-10,46-60,41-60,Excellent,Good,Low,Very Low,Below Avg,High,Level 4,3-5,Female,Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_Yes
580,36-45,6-10,<=30k,60+,6-10km,11-20,7-10,3-4,11+,31-45,81-100,Good,Poor,Low,Very High,Below Avg,Very High,Level 2,1-2,Male,Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
581,26-35,0,<=30k,60+,20km+,6-10,4-6,3-4,6-10,46-60,81-100,Poor,Average,High,Low,Below Avg,Low,Level 2,3-5,Male,Not Manager,Assistant,Not HR,Marketing,Married,Attrition_No
582,26-35,3-5,<=30k,31-60,20km+,11-20,2-3,<=2,11+,46-60,<=40,Excellent,Average,Medium,Moderate,Average,Low,Level 4,3-5,Female,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_Yes
583,46-60,6-10,<=30k,0-10,11-20km,20+,4-6,7+,11+,46-60,<=40,Fair,Good,Low,Low,Below Avg,High,Level 4,1-2,Female,Not Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_Yes
584,18-25,3-5,<=30k,60+,0-5km,6-10,10+,<=2,11+,<=30,<=40,Good,Average,Medium,Low,Below Avg,Very High,Level 1,3-5,Female,Not Manager,Assistant,Not HR,Marketing,Not Married,Attrition_No
585,18-25,6-10,<=30k,60+,20km+,6-10,7-10,3-4,11+,46-60,81-100,Good,Good,High,Very High,Below Avg,Moderate,Level 5,3-5,Female,Not Manager,Assistant,Not HR,Not Marketing,Not Married,Attrition_No
586,26-35,6-10,<=30k,11-30,11-20km,20+,4-6,3-4,0-2,31-45,61-80,Fair,Average,High,Very Low,Below Avg,High,Level 3,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
587,36-45,6-10,<=30k,11-30,20km+,11-20,4-6,3-4,0-2,46-60,81-100,Poor,Poor,Low,Moderate,Good,Very High,Level 4,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
588,26-35,3-5,<=30k,0-10,20km+,20+,4-6,5-6,11+,31-45,41-60,Good,Poor,Medium,Low,Below Avg,Very High,Level 1,1-2,Male,Not Manager,Assistant,Not HR,Marketing,Not Married,Attrition_No
589,26-35,1-2,<=30k,11-30,11-20km,20+,10+,7+,6-10,46-60,61-80,Fair,Average,Low,Very Low,Good,Moderate,Level 5,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
590,26-35,3-5,<=30k,0-10,11-20km,20+,7-10,7+,11+,46-60,41-60,Fair,Average,Medium,Very High,Below Avg,Low,Level 5,1-2,Male,Not Manager,Not Assistant,HR,Not Marketing,Married,Attrition_No
591,46-60,3-5,<=30k,0-10,20km+,2-5,7-10,<=2,0-2,31-45,61-80,Excellent,Poor,Low,Very Low,Below Avg,Low,Level 2,3-5,Female,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
592,26-35,1-2,<=30k,60+,11-20km,6-10,10+,<=2,0-2,46-60,81-100,Fair,Poor,High,Very High,Below Avg,Moderate,Level 1,3-5,Female,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_Yes
593,26-35,6-10,<=30k,31-60,20km+,2-5,2-3,<=2,11+,31-45,81-100,Good,Average,Low,Low,Average,High,Level 1,1-2,Female,Not Manager,Assistant,Not HR,Not Marketing,Not Married,Attrition_No
594,46-60,6-10,<=30k,60+,20km+,6-10,10+,5-6,11+,31-45,81-100,Fair,Average,Medium,Moderate,Below Avg,Moderate,Level 2,3-5,Male,Manager,Not Assistant,Not HR,Marketing,Married,Attrition_No
595,26-35,6-10,<=30k,11-30,20km+,20+,10+,<=2,11+,31-45,41-60,Fair,Poor,Low,Very Low,Good,Very High,Level 3,3-5,Male,Not Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_No
596,36-45,1-2,<=30k,60+,20km+,20+,10+,5-6,6-10,31-45,81-100,Fair,Average,High,Very High,Below Avg,High,Level 4,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
597,46-60,1-2,<=30k,60+,20km+,20+,2-3,5-6,0-2,<=30,<=40,Good,Poor,Low,Moderate,Below Avg,Very High,Level 2,3-5,Female,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
598,26-35,6-10,<=30k,31-60,11-20km,6-10,7-10,7+,11+,46-60,61-80,Fair,Poor,Medium,Low,Average,High,Level 4,1-2,Female,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
599,46-60,6-10,<=30k,31-60,0-5km,11-20,10+,3-4,6-10,31-45,<=40,Excellent,Average,Low,Very Low,Below Avg,Very High,Level 1,1-2,Female,Not Manager,Assistant,Not HR,Not Marketing,Married,Attrition_No
600,46-60,6-10,<=30k,60+,6-10km,6-10,2-3,5-6,11+,31-45,61-80,Good,Poor,High,High,Below Avg,High,Level 2,1-2,Male,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
601,36-45,1-2,<=30k,11-30,6-10km,6-10,10+,5-6,11+,31-45,41-60,Excellent,Poor,High,Moderate,Average,Very High,Level 3,3-5,Male,Not Manager,Assistant,Not HR,Not Marketing,Married,Attrition_No
602,26-35,3-5,<=30k,60+,20km+,11-20,2-3,<=2,6-10,46-60,61-80,Excellent,Poor,High,Very Low,Below Avg,Moderate,Level 4,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
603,46-60,1-2,<=30k,60+,20km+,2-5,10+,7+,11+,31-45,61-80,Good,Poor,Low,Very High,Below Avg,Low,Level 4,1-2,Female,Not Manager,Assistant,Not HR,Not Marketing,Not Married,Attrition_No
604,46-60,0,<=30k,11-30,20km+,11-20,4-6,7+,11+,46-60,61-80,Fair,Poor,Low,High,Average,Very High,Level 4,3-5,Male,Not Manager,Not Assistant,Not HR,Marketing,Married,Attrition_Yes
605,46-60,6-10,<=30k,0-10,11-20km,6-10,7-10,3-4,3-5,46-60,41-60,Poor,Average,Low,Moderate,Below Avg,Very High,Level 1,3-5,Female,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
606,46-60,6-10,<=30k,11-30,20km+,6-10,4-6,7+,0-2,31-45,61-80,Good,Poor,Low,High,Below Avg,Very High,Level 4,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
607,46-60,3-5,<=30k,31-60,20km+,11-20,10+,3-4,6-10,46-60,81-100,Fair,Poor,Low,Moderate,Below Avg,Moderate,Level 5,3-5,Female,Not Manager,Assistant,Not HR,Marketing,Not Married,Attrition_Yes
608,36-45,1-2,<=30k,0-10,0-5km,20+,4-6,3-4,6-10,31-45,<=40,Good,Poor,Low,Low,Good,Very High,Level 4,3-5,Male,Not Manager,Assistant,Not HR,Not Marketing,Not Married,Attrition_No
609,26-35,1-2,<=30k,31-60,11-20km,6-10,0-1,<=2,6-10,31-45,<=40,Fair,Good,Low,Very High,Average,Low,Level 1,3-5,Male,Not Manager,Assistant,Not HR,Not Marketing,Not Married,Attrition_No
610,46-60,6-10,<=30k,0-10,20km+,11-20,7-10,3-4,11+,<=30,61-80,Fair,Poor,Low,Very High,Below Avg,High,Level 2,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
611,36-45,6-10,<=30k,11-30,20km+,6-10,2-3,7+,6-10,31-45,61-80,Poor,Good,Medium,Low,Average,Moderate,Level 4,1-2,Male,Not Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_No
612,26-35,6-10,<=30k,0-10,20km+,20+,4-6,3-4,6-10,46-60,81-100,Good,Good,Low,Moderate,Below Avg,Low,Level 4,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_Yes
613,46-60,6-10,<=30k,60+,0-5km,0-1,10+,<=2,11+,31-45,61-80,Good,Poor,Low,Moderate,Average,Very High,Level 2,1-2,Female,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_No
614,46-60,1-2,<=30k,60+,6-10km,20+,7-10,<=2,11+,46-60,61-80,Good,Poor,High,Very High,Good,High,Level 5,3-5,Female,Not Manager,Assistant,HR,Not Marketing,Not Married,Attrition_No
615,26-35,3-5,<=30k,0-10,0-5km,20+,10+,3-4,3-5,31-45,41-60,Excellent,Good,Medium,Very Low,Below Avg,Low,Level 1,1-2,Male,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_No
616,46-60,6-10,<=30k,31-60,11-20km,6-10,10+,7+,0-2,31-45,61-80,Good,Good,High,Moderate,Below Avg,Moderate,Level 2,1-2,Male,Not Manager,Assistant,Not HR,Marketing,Married,Attrition_No
617,18-25,6-10,<=30k,60+,20km+,2-5,10+,7+,11+,31-45,81-100,Excellent,Poor,Low,Low,Average,High,Level 1,3-5,Female,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_No
618,36-45,1-2,<=30k,60+,6-10km,11-20,4-6,7+,11+,31-45,41-60,Excellent,Good,Medium,Very High,Good,Low,Level 2,1-2,Male,Not Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_No
619,18-25,6-10,<=30k,11-30,20km+,11-20,0-1,7+,0-2,31-45,<=40,Fair,Poor,Low,Low,Good,Moderate,Level 3,3-5,Male,Not Manager,Assistant,Not HR,Not Marketing,Not Married,Attrition_No
620,36-45,6-10,<=30k,31-60,11-20km,11-20,2-3,3-4,11+,31-45,61-80,Excellent,Poor,Low,Low,Below Avg,Low,Level 5,1-2,Male,Not Manager,Not Assistant,Not HR,Marketing,Married,Attrition_No
621,18-25,1-2,<=30k,60+,20km+,6-10,10+,5-6,11+,31-45,81-100,Good,Good,Low,Moderate,Average,Low,Level 3,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_No
622,26-35,1-2,<=30k,11-30,20km+,11-20,2-3,7+,11+,31-45,41-60,Poor,Poor,Low,Low,Good,Low,Level 2,1-2,Female,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
623,46-60,3-5,<=30k,60+,11-20km,20+,4-6,7+,11+,46-60,41-60,Good,Average,High,Very High,Good,High,Level 2,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
624,18-25,6-10,<=30k,0-10,20km+,20+,4-6,3-4,11+,46-60,61-80,Fair,Poor,Medium,Very Low,Below Avg,Moderate,Level 1,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
625,46-60,0,<=30k,31-60,20km+,11-20,2-3,7+,6-10,46-60,41-60,Fair,Poor,Medium,Very High,Good,High,Level 2,3-5,Female,Not Manager,Assistant,HR,Not Marketing,Not Married,Attrition_No
626,18-25,6-10,<=30k,31-60,20km+,6-10,2-3,7+,11+,31-45,81-100,Excellent,Poor,High,High,Good,High,Level 1,1-2,Male,Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_Yes
627,36-45,6-10,<=30k,31-60,20km+,20+,0-1,7+,0-2,31-45,81-100,Fair,Good,Medium,Very High,Average,High,Level 1,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
628,46-60,3-5,<=30k,60+,11-20km,20+,2-3,5-6,6-10,<=30,81-100,Fair,Average,High,High,Below Avg,High,Level 2,3-5,Female,Not Manager,Assistant,Not HR,Not Marketing,Married,Attrition_Yes
629,26-35,3-5,<=30k,31-60,6-10km,11-20,4-6,5-6,6-10,31-45,41-60,Excellent,Average,Medium,Moderate,Below Avg,High,Level 1,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
630,36-45,0,<=30k,60+,20km+,6-10,4-6,7+,6-10,31-45,61-80,Excellent,Poor,Medium,High,Average,High,Level 5,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
631,36-45,6-10,<=30k,60+,0-5km,2-5,7-10,7+,6-10,31-45,61-80,Fair,Poor,Low,Very Low,Below Avg,High,Level 3,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
632,36-45,3-5,<=30k,60+,0-5km,11-20,4-6,3-4,6-10,46-60,<=40,Good,Good,Low,Moderate,Below Avg,Moderate,Level 2,1-2,Male,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
633,36-45,1-2,<=30k,60+,20km+,2-5,2-3,3-4,11+,46-60,<=40,Good,Poor,Low,Very Low,Good,Very High,Level 1,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
634,46-60,3-5,<=30k,11-30,11-20km,0-1,7-10,7+,0-2,46-60,<=40,Excellent,Good,Low,High,Below Avg,Moderate,Level 1,1-2,Male,Not Manager,Not Assistant,HR,Not Marketing,Married,Attrition_No
635,26-35,6-10,<=30k,60+,0-5km,20+,10+,5-6,6-10,<=30,<=40,Fair,Poor,Low,Moderate,Below Avg,Very High,Level 1,1-2,Male,Not Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_No
636,46-60,3-5,<=30k,11-30,20km+,11-20,2-3,3-4,11+,46-60,61-80,Fair,Good,Low,High,Good,Very High,Level 1,3-5,Male,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
637,46-60,0,<=30k,31-60,6-10km,11-20,2-3,5-6,11+,31-45,81-100,Good,Poor,High,Low,Good,Low,Level 5,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
638,46-60,1-2,<=30k,31-60,0-5km,11-20,10+,<=2,11+,31-45,61-80,Excellent,Poor,Low,Very Low,Below Avg,Moderate,Level 2,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
639,18-25,1-2,<=30k,11-30,11-20km,20+,7-10,3-4,11+,31-45,81-100,Fair,Poor,Medium,Low,Average,Low,Level 2,1-2,Male,Not Manager,Assistant,Not HR,Not Marketing,Not Married,Attrition_No
640,36-45,6-10,<=30k,60+,20km+,20+,7-10,5-6,11+,46-60,41-60,Fair,Good,Low,Very Low,Average,Moderate,Level 5,3-5,Male,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
641,18-25,6-10,<=30k,31-60,11-20km,20+,2-3,<=2,11+,46-60,41-60,Poor,Poor,Low,Very Low,Below Avg,Low,Level 5,1-2,Female,Manager,Not Assistant,Not HR,Marketing,Married,Attrition_No
642,46-60,6-10,<=30k,11-30,11-20km,11-20,0-1,3-4,11+,31-45,41-60,Poor,Poor,High,Moderate,Below Avg,High,Level 5,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
643,36-45,3-5,<=30k,11-30,20km+,20+,10+,7+,11+,31-45,<=40,Excellent,Poor,Medium,Low,Below Avg,Very High,Level 2,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_No
